877,838,79,101
996,781,22,434
984,951,798,973
455,124,968,310
673,446,259,42
836,693,267,302
151,821,629,685
179,995,183,582
976,112,878,379
958,477,795,919
998,888,943,709
554,835,163,922
882,251,711,359
180,241,82,87
521,620,523,26
127,684,618,936
165,811,41,62
514,341,74,243
177,244,978,883
865,38,74,919
317,587,842,30
321,712,196,206
1,172,40,883
233,898,978,792
550,482,159,833
385,193,671,326
531,714,938,415
100,328,45,105
607,51,521,222
514,648,849,88
230,413,887,240
458,679,53,38
895,897,555,605
434,971,357,468
786,655,441,48
123,479,779,865
30,779,823,178
643,135,534,16
499,374,581,438
647,198,320,91
292,4,439,635
857,333,555,411
60,909,825,797
135,449,652,602
136,246,79,258
227,850,722,380
464,778,905,939
616,692,138,781
968,57,208,589
27,648,408,594
709,456,948,930
230,942,444,715
216,782,493,970
135,418,535,268
419,963,578,615
339,376,865,914
457,953,438,41
189,352,664,290
786,987,627,790
801,422,791,829
899,992,777,693
784,113,983,847
507,554,825,693
297,321,172,940
216,959,379,128
954,615,506,554
157,601,19,95
876,240,309,859
834,1000,864,949
951,779,928,848
715,817,518,110
747,373,951,362
735,227,918,335
345,139,913,859
734,70,698,735
176,472,19,322
313,787,129,304
421,395,363,414
439,142,86,212
367,411,712,726
317,163,563,31
132,701,726,124
267,98,744,758
133,357,489,508
623,611,168,943
760,436,443,986
487,487,409,570
914,999,813,416
638,38,496,682
539,192,38,864
606,718,130,356
439,639,989,702
408,794,57,426
134,793,570,634
527,669,555,238
770,443,638,863
286,101,663,169
654,762,423,299
587,784,889,352
931,668,572,403
966,565,91,994
707,777,185,964
385,136,384,568
606,871,604,215
829,271,802,300
968,120,59,972
621,808,632,522
68,896,781,132
503,450,583,826
806,892,650,534
26,177,858,265
490,997,485,20
487,910,120,756
421,606,365,758
237,164,666,634
636,808,452,303
474,544,660,281
685,964,499,250
566,980,638,155
106,143,216,267
396,826,978,798
804,207,194,168
431,903,826,368
106,483,851,97
932,209,977,782
559,144,166,120
274,571,721,128
105,526,489,282
695,975,697,237
695,636,805,484
540,820,445,739
883,367,505,499
401,70,151,629
639,939,444,125
190,358,930,584
171,736,156,340
819,885,263,881
317,793,717,900
679,103,290,441
438,15,171,310
647,853,480,136
819,325,340,232
53,367,248,261
53,27,709,690
498,43,536,248
487,356,755,49
511,379,682,580
414,639,534,500
918,384,280,723
228,155,705,685
324,537,123,48
277,544,434,386
809,887,477,844
270,154,185,711
705,382,578,195
75,422,455,708
421,996,670,340
86,802,786,299
470,367,80,800
622,224,736,574
135,4,531,342
89,867,608,916
762,264,253,859
101,448,251,514
422,946,143,43
238,875,369,720
194,680,652,490
795,369,952,115
772,263,485,109
731,647,155,951
423,898,150,437
660,528,664,410
20,678,919,890
225,81,804,805
770,911,874,722
733,774,168,39
496,686,178,289
586,483,306,389
147,392,274,391
447,680,672,760
956,561,996,626
575,904,515,973
106,904,752,351
185,450,908,862
91,373,5,183
353,662,100,974
117,760,908,482
966,808,852,574
809,595,128,404
581,417,940,681
884,653,140,674
271,402,80,618
204,94,480,1
996,178,759,399
900,36,714,866
468,810,474,675
445,183,554,130
952,483,659,167
925,391,852,859
593,383,38,717
14,874,716,407
675,111,628,579
243,225,444,887
539,520,118,813
114,828,90,864
397,758,680,10
71,198,691,331
813,782,354,182
197,376,873,780
789,308,440,450
869,146,364,49
338,220,804,556
713,932,366,582
923,539,731,851
565,649,568,701
486,743,800,406
929,832,964,918
403,976,328,547
797,677,575,895
205,412,280,395
220,619,532,36
264,272,260,77
678,401,352,884
692,353,820,742
386,684,113,583
517,775,486,790
414,387,922,796
233,339,421,973
407,877,157,719
432,450,545,144
121,775,275,734
764,9,86,392
908,457,670,500
38,955,27,315
284,469,401,561
1000,80,81,522
901,682,131,779
889,94,883,526
437,988,996,197
931,551,891,655
84,414,632,992
274,257,263,855
654,800,258,461
845,959,676,852
174,265,560,301
58,410,940,17
108,46,473,89
211,438,462,109
962,609,526,106
733,726,917,366
851,538,511,886
53,299,254,931
615,494,499,290
592,697,486,742
861,263,730,457
824,207,121,992
761,72,161,295
700,380,254,45
911,909,984,465
510,638,61,98
243,632,671,750
184,285,151,900
381,865,742,62
31,412,615,698
330,2,756,237
884,150,686,742
610,87,334,973
599,920,130,925
665,113,490,546
302,737,2,190
450,380,888,64
346,799,1000,109
786,713,140,152
495,85,965,975
565,778,612,472
506,635,849,298
119,393,879,528
98,559,354,720
309,519,784,455
673,648,152,360
353,489,710,619
45,299,161,797
18,303,569,354
919,24,829,969
564,24,656,571
922,680,931,470
732,747,597,608
37,873,187,865
652,722,672,859
92,159,194,418
881,500,648,86
886,131,680,609
566,23,987,902
553,692,12,761
555,467,543,800
402,473,183,120
837,365,837,311
297,867,793,808
925,182,848,578
102,33,22,170
224,442,296,446
725,544,530,915
624,487,273,825
856,267,216,382
608,324,618,942
863,921,979,878
369,72,6,198
662,739,134,849
310,459,12,348
12,863,1,491
432,734,11,823
60,676,991,201
233,170,911,963
922,831,284,416
675,600,520,608
71,995,39,389
765,220,724,312
174,614,766,228
715,210,590,245
399,649,911,479
466,907,506,287
871,97,378,596
348,906,876,971
786,699,678,718
780,384,97,218
60,488,43,463
82,501,178,393
224,499,486,347
530,833,654,314
83,470,258,136
652,940,127,293
705,648,876,197
777,733,531,606
772,427,813,498
683,304,737,256
335,322,791,840
34,866,795,675
63,872,751,656
536,16,889,581
285,497,506,788
566,193,205,538
615,332,258,25
210,314,319,86
871,748,860,200
908,567,66,810
420,20,588,685
425,335,851,697
750,857,731,787
500,534,116,476
696,439,617,914
69,910,504,709
758,187,182,497
606,924,304,902
688,690,241,737
19,737,11,356
483,766,167,718
593,826,52,74
76,643,620,286
77,628,969,210
386,755,116,790
900,359,228,34
221,993,68,312
264,456,111,684
855,759,874,40
780,326,800,716
968,492,986,347
45,816,91,420
47,222,471,127
947,166,38,745
938,563,36,601
659,979,662,551
482,466,114,566
682,40,44,351
267,756,756,390
507,87,257,43
976,471,256,150
316,640,117,481
241,577,929,684
276,15,54,227
618,279,411,19
258,111,201,792
602,723,616,350
993,876,330,429
495,714,816,503
919,405,381,381
975,491,488,686
653,240,238,562
989,199,475,565
188,298,860,551
130,896,562,349
889,482,265,321
153,317,342,435
145,277,235,505
584,496,390,887
33,828,283,963
993,836,344,81
345,115,483,198
942,322,420,514
516,178,417,165
337,368,10,745
64,265,933,514
310,709,87,349
958,695,784,834
697,510,692,297
773,620,973,61
991,88,191,962
759,123,773,673
510,335,260,954
12,944,553,207
969,731,959,970
585,49,358,711
964,12,423,313
530,165,742,871
889,616,362,188
308,952,61,162
498,721,879,761
394,31,457,981
848,266,267,922
221,619,883,210
753,588,280,681
904,631,236,99
624,558,533,484
354,523,804,561
110,178,629,157
986,997,65,467
517,205,163,289
800,759,918,457
568,682,483,739
944,16,552,871
161,126,985,880
122,846,501,527
284,26,417,324
267,296,430,942
597,801,89,401
804,861,896,594
592,171,956,305
217,851,851,169
243,893,752,343
480,25,83,954
769,354,642,622
501,703,619,55
636,887,104,321
39,178,782,474
831,326,16,996
588,889,532,714
852,574,693,497
237,590,600,272
691,36,519,140
157,868,545,158
772,722,410,682
457,33,882,243
425,304,128,269
523,575,3,359
471,265,112,386
518,344,438,703
556,726,511,604
383,812,674,353
693,229,322,860
451,492,257,721
431,13,164,474
296,404,181,587
776,224,74,521
516,721,353,948
554,925,296,707
439,837,154,488
550,46,314,615
672,675,375,947
199,289,3,143
738,414,932,492
335,358,114,358
362,705,694,856
560,283,250,864
707,785,427,840
703,528,954,13
548,161,805,438
734,377,573,743
563,80,432,261
353,530,881,97
830,889,477,589
612,647,749,73
363,627,139,583
816,768,951,221
566,271,747,241
606,811,265,440
312,993,934,755
850,361,737,223
287,886,305,45
403,57,564,373
730,868,117,271
826,768,446,748
948,887,786,180
547,720,383,224
202,154,892,663
805,979,903,887
108,410,527,969
147,90,199,934
671,242,48,625
250,801,498,725
229,522,88,330
951,956,491,904
369,940,127,738
851,943,785,738
269,468,709,68
331,31,717,626
14,189,79,491
916,687,323,40
101,316,767,520
165,493,498,900
681,603,314,632
369,843,538,578
305,95,841,309
360,563,469,87
637,382,157,39
250,127,652,312
10,682,447,255
892,446,811,372
478,745,172,594
761,481,518,994
789,95,18,393
782,616,266,216
665,11,820,390
539,141,693,39
362,853,248,764
465,193,28,572
212,482,220,927
744,645,514,149
999,869,819,918
55,82,91,425
385,594,466,805
167,531,608,405
686,239,812,259
839,143,197,524
923,591,52,142
670,427,926,763
950,11,571,297
762,242,574,155
219,207,583,641
383,526,506,463
297,187,529,681
405,310,76,565
136,912,703,832
751,759,760,349
913,202,577,414
888,486,978,429
92,267,943,887
696,356,268,59
112,504,796,911
850,714,77,946
328,984,400,820
583,704,252,227
769,86,290,758
140,11,538,906
895,323,479,979
36,411,98,753
453,548,600,664
262,920,705,511
648,502,896,262
330,32,753,892
646,563,413,496
702,704,811,537
348,672,70,857
489,734,62,910
334,541,614,938
118,358,3,985
513,893,163,163
160,767,816,771
629,119,95,248
994,354,252,717
338,696,777,59
658,435,776,282
318,297,230,232
11,604,702,283
672,527,87,243
805,639,97,803
956,455,377,900
208,809,274,26
441,335,435,581
193,690,702,362
31,911,587,762
997,623,968,154
781,418,585,330
844,731,144,657
123,750,999,256
113,870,176,586
801,953,976,190
868,17,389,593
85,405,876,613
727,158,166,422
163,878,966,482
27,19,615,632
272,246,410,640
409,116,715,339
855,182,301,212
733,284,209,8
465,784,662,269
543,385,478,607
575,385,746,965
672,357,360,452
624,825,229,356
581,17,865,487
856,882,574,209
738,547,840,31
865,457,181,549
239,387,622,544
390,694,103,840
7,462,3,837
927,409,11,108
393,17,639,487
39,391,699,996
402,119,384,636
666,914,810,678
932,479,778,764
703,575,532,13
933,153,737,844
45,922,210,218
468,106,319,437
538,687,175,565
558,879,167,745
4,712,400,282
545,682,216,644
728,69,848,869
373,57,434,611
174,616,265,348
985,415,844,94
260,793,182,291
516,88,691,619
945,354,767,230
142,717,434,10
247,392,642,830
511,154,666,527
126,315,516,837
425,749,222,394
780,293,978,996
960,100,973,598
482,318,434,878
752,930,89,86
704,879,863,413
607,582,284,98
849,246,143,987
616,296,87,313
541,414,842,151
794,164,288,359
409,778,332,273
20,778,900,355
125,692,831,520
432,221,993,412
597,285,112,193
297,803,154,892
848,818,727,158
90,330,905,25
862,175,204,609
304,35,102,142
901,562,725,581
575,584,380,705
845,756,382,308
590,747,850,133
382,824,811,739
791,43,642,153
57,288,938,900
14,699,244,532
180,909,473,242
434,967,441,285
837,764,223,208
358,120,677,132
483,933,607,347
513,586,490,598
541,721,201,372
597,398,739,47
619,318,92,863
192,627,621,876
565,471,95,519
875,12,509,393
438,171,600,937
503,609,122,633
701,913,996,176
628,681,28,350
754,240,671,986
521,776,793,511
798,139,795,393
398,761,900,969
670,525,982,864
257,947,421,356
208,680,510,147
275,34,207,823
66,753,175,133
611,667,163,505
343,346,147,668
367,642,53,752
32,745,529,299
934,656,888,430
412,452,785,257
406,729,851,594
593,615,249,964
109,35,377,497
884,638,294,939
203,130,981,953
469,979,801,218
967,274,562,365
914,5,895,389
244,949,328,748
142,716,470,54
371,830,368,594
580,459,936,66
41,109,910,229
970,840,545,928
39,967,223,814
624,696,910,732
737,230,172,606
893,143,178,317
992,124,268,918
470,652,406,925
145,360,201,7
162,246,871,827
989,80,993,896
582,703,750,83
365,55,634,419
367,688,318,794
473,784,979,274
474,238,579,142
528,468,713,777
647,748,331,159
895,912,754,550
711,780,709,212
590,342,116,700
761,519,999,719
372,991,892,187
416,858,27,523
353,452,321,735
455,24,418,950
126,866,840,643
957,44,370,257
662,684,158,688
358,399,609,14
246,923,919,959
145,843,516,716
361,24,932,397
684,717,245,494
384,915,602,520
51,897,912,10
818,903,393,12
481,867,781,82
745,921,673,823
433,294,277,929
655,666,618,552
286,509,235,396
535,514,841,497
242,784,961,400
900,641,740,437
364,116,778,15
314,194,777,770
454,392,774,15
605,236,789,504
36,943,47,607
438,334,868,687
41,945,930,478
844,704,155,566
686,331,500,286
816,1,520,670
66,897,519,441
877,405,9,606
497,734,94,483
305,471,357,639
767,419,773,719
847,108,512,99
594,25,879,752
760,394,807,400
427,878,939,896
689,752,126,792
955,787,409,887
642,593,363,386
717,84,266,17
667,48,646,866
660,71,462,363
315,291,219,548
220,915,708,858
685,42,957,422
576,816,235,66
455,597,355,574
699,191,951,317
699,16,981,202
456,626,644,946
918,32,599,375
163,300,865,720
874,985,39,88
660,449,423,846
136,227,978,770
218,511,415,967
347,288,609,595
788,526,206,188
305,353,989,137
559,683,115,6
48,94,999,847
903,384,959,495
875,892,127,303
330,489,727,664
241,679,948,601
718,221,163,847
782,433,598,833
158,765,335,981
